Column1;Column2
Wales afirmó que ese ensayo «abrió [sus] ojos a las posibilidades de colaboración masiva».;Spanish
[29]​ En marzo de 2000, Jimmy Wales creó Nupedia, un proyecto de enciclopedia libre basado en un ambicioso y exhaustivo proceso de revisión por pares,[35]​ diseñado para hacer sus artículos de una calidad comparable a la de las enciclopedias profesionales gracias a la participación de eruditos –principalmente doctorandos y académicos—, a los que se proponía colaborar de modo no remunerado.;Spanish
El proyecto tuvo el apoyo económico de la empresa Bomis, fundada por Wales y administrada por este junto con un compañero desde 1996,[36]​ y la colaboración de Richard Stallman, quien propuso el cambio a la licencia pública general de GNU, desde la antigua Nupedia Open Content License.;Spanish
[37]​ Larry Sanger, doctor en filosofía, que ya conocía anteriormente a Wales de mantener con él discusiones filosóficas por Internet, fue contratado por este y se convirtió en redactor jefe de Nupedia.;Spanish
[36]​ Debido al lento avance del proyecto, en 2001 se creó un wiki —UseMod— vinculado a Nupedia cuya finalidad inicial era agilizar la creación de artículos de forma paralela, antes de que estos pasaran al sistema de revisión por expertos.;Spanish
Existe cierta polémica entre los fundadores de Nupedia sobre quién propuso originalmente la idea de usar un wiki a Jimbo Wales, si Larry Sanger o bien una tercera persona,[38]​ pero el caso es que el éxito de aquel «pequeño proyecto paralelo» —Wikipedia— acabó eclipsando a Nupedia, que dejó de funcionar en 2003.;Spanish
El proyecto Wikipedia se inició el 15 de enero de 2001.;Spanish
"El artículo más antiguo que puede encontrarse en Wikipedia es UuU, creado el 16 de enero de 2001 en la versión inglesa; consistía en tres enlaces hacia sendos artículos sobre el Reino Unido, Estados Unidos y Uruguay.";Spanish
"[39]​
Larry Sanger pasó a colaborar con Wikipedia y trabajó activamente en la organización y directrices del proyecto; se marchó en 2002 por desacuerdos con Wales.";Spanish
[36]​ Ese año, Wikipedia abarcaba 26 idiomas, 46 en 2003 y 161 a finales de 2004.;Spanish
Wikipedia y Nupedia coexistieron hasta la extinción de la segunda en 2003.;Spanish
"[40]​
Sin embargo, la posibilidad de utilizar publicidad en Wikipedia provocó una reacción de parte de los contribuyentes de la Wikipedia en español, motivo que llevó a la creación de la Enciclopedia Libre Universal en Español en febrero de 2002.";Spanish
[41]​ Este episodio podría haber impulsado a su vez la determinación de no utilizar publicidad, la creación de la Fundación Wikimedia y el cambio al nuevo url.;Spanish
[42]​ Se han iniciado otros varios proyectos de enciclopedia con formato wiki, en gran parte bajo una filosofía diferente de la apertura y el modelo editorial del «punto de vista neutral» desarrollado por Wikipedia.;Spanish
Por ejemplo, Wikinfo, uno de los portales web, no requiere un punto de vista neutral y permite la investigación original.;Spanish
[43]​ También hubo nuevos proyectos inspirados en Wikipedia —como Citizendium, Scholarpedia, Conservapedia, y Knol de Google[44]​— donde algunos de los aspectos que son fundamentales en Wikipedia se abordan de manera diferenciada, como las políticas de revisión por pares, la investigación original, y la publicidad comercial.;Spanish
El 20 de septiembre de 2004, Wikipedia alcanzó 1 millón de artículos en 100 idiomas.;Spanish
[45]​ En 2007 la versión en inglés superó los 2 millones de artículos, convirtiéndose en la enciclopedia con mayor número de artículos de la historia y superando en ese aspecto a la Yongle Dadian de 1407, que sostuvo el récord durante varios siglos.;Spanish
[46]​ Debido a su popularidad y sencillez, el Oxford English Dictionary ha considerado introducir el término wiki.;Spanish
[47]​ En octubre de 2011, Wikimedia anunció el lanzamiento de Wikipedia Zero, una iniciativa para permitir el acceso gratuito móvil (datos) a la Wikipedia en países del tercer mundo a través de colaboraciones con operadores de telecomunicaciones móviles.;Spanish
[48]​[49]​ La palabra Wikipedia, nombre propio acuñado por Larry Sanger a principios de 2001, es la contracción de wiki, una tecnología para crear sitios web colaborativos, procedente a su vez de wikiwiki, 'rápido' en hawaiano,[50]​ y encyclopedia, 'enciclopedia' en inglés.;Spanish
[51]​ Este nombre se pronuncia en inglés como  [ˌwɪkɨˈpiːdi.ə] (?·i) o AFI: [ˌwɪkiˈpiːdi.ə] (AFI).;Spanish
La Wikipedia en español, creada meses después, heredó el nombre.;Spanish
Tras una votación realizada entre septiembre y noviembre de 2003 por parte de los usuarios de esta, se decidió seguir con el mismo término.;Spanish
En la votación se barajaron los siguientes nombres —por orden de popularidad—: Librepedia, Huiquipedia, Uiquipedia, Güiquipedia, Viquipedia, Ñiquipedia, Velozpedia, Limonpedia, Güisquipedia y Velocipedia.;Spanish
[52]​ Otros que también usaron el nombre Wikipedia fueron los idiomas —ordenados según el ISO 639-3—: alemán, bretón, corso, danés, euskera, filipino, finlandés, gallego, neerlandés, indonesio, islandés, italiano, nauruano, noruego, polaco, rumano, siciliano, somalí, suajili y sueco.;Spanish
Esta es una lista de las grafías alternativas usadas para nombrar a Wikipedia en las diferentes ediciones:[53]​ Nota: Cada asterisco (*) denota una referencia respectiva por la múltiple adopción lingüística.;Spanish
Desde su inicio en 2001, Wikipedia ha utilizado diferentes marcas corporativas.;Spanish
El elemento común en todas ellas es una esfera escrita como elemento central, simbolizando el mundo y el conocimiento.;Spanish
En 2003 se adoptó por concurso internacional el dibujo de una esfera incompleta, conocida como globo-rompecabezas, compuesta por piezas de un rompecabezas de varios colores, con enlaces en azul pertenecientes a distintas escrituras del mundo, simbolizando así la condición de «obra en construcción» que tiene Wikipedia.;Spanish
[54]​ El diseño que ganó el concurso internacional sufrió algunas modificaciones antes de ser aprobado como logo oficial, principalmente la eliminación del color y el reemplazo de los enlaces por grafemas de diversas escrituras del mundo.;Spanish
La denuncia de diversos errores e inconsistencias en los símbolos incluidos en el globo-rompecabezas y la posibilidad de diseñar una imagen animada o fotorrealista impulsó entre diversos editores de Wikipedia un debate sobre la posibilidad de realizar modificaciones en el elemento gráfico.;Spanish
"Como consecuencia, y tras la labor realizada a través de una iniciativa de la Fundación Wikimedia junto a miles de voluntarios para modificar la interfaz de la enciclopedia, el dibujo de la globo-rompecabezas fue reemplazado en 2010 por un modelo tridimensional, en el que algunos símbolos de las piezas de rompecabezas fueron reemplazados por otros, principalmente aquellos que constituyen el primer grafema de la palabra ""Wikipedia"" en distintas wikipedias que existen en el mundo.";Spanish
Por añadidura, se cambió la tipografía del elemento denominativo —«WIKIPEDIA, La enciclopedia libre»— para usar la fuente abierta Linux Libertine, con excepción de la W inicial, que se mantiene con la fuente Hoefler Text y constituye también uno de los símbolos oficiales.;Spanish
[55]​[56]​[57]​ Cada Wikipedia según idioma es autónoma y tiene facultades para elegir la marca que la identifique.;Spanish
A partir de 2003 todas han adoptado básicamente la misma, con el elemento denominativo «Wikipedia, The free encyclopedia» —«Wikipedia, La enciclopedia libre»— traducido al idioma en que se escribe cada una.;Spanish
Las marcas han sido realizadas voluntaria y gratuitamente por usuarios de Wikipedia, y sus derechos pertenecen a la Fundación Wikimedia.;Spanish
"Han existido y existen muchas enciclopedias en línea que compitieron con Wikipedia, como Microsoft Encarta y Encyclopædia Britannica; sin embargo, ninguna ha logrado el mismo éxito que Wikipedia.";Spanish
[59]​[60]​ Wikipedia busca crear un resumen de todo el conocimiento humano, con cada tema cubierto enciclopédicamente en un artículo.;Spanish
Como tiene terabytes de espacio disponible, puede abarcar muchos más temas que cualquier enciclopedia impresa.;Spanish
El grado exacto y la forma de cobertura en Wikipedia se encuentran en constante revisión por parte de sus editores, y los desacuerdos no son infrecuentes, tal como lo demuestra la controversia sobre eliminación de contenidos.;Spanish
[61]​[62]​ Según un estudio realizado por la revista Nature en 2007, «Wikipedia alcanzaba a la Enciclopedia Británica» en calidad,[63]​ aunque existe controversia sobre este asunto.;Spanish
[64]​[65]​ Además, sus contenidos están disponibles en formato impreso.;Spanish
[66]​[67]​ Otro estudio realizado por la Universidad Carnegie Mellon y Palo Alto Research Center sobre las mayores categorías de artículos en la Wikipedia en inglés desde julio de 2006 hasta enero de 2008, arrojó los siguientes resultados:[68]​ Para la visualización de artículos, la fundación Wikimedia rediseñó la interfaz con un tema o tapiz que se conoce como vector, creado en 2010.;Spanish
[69]​[70]​ Antes de la actualización, años atrás existía una interfaz clásica conocida como Monobook con limitadas características.;Spanish
[71]​ Dentro de la interfaz, existen variedad de mandos usados para navegar o editar páginas.;Spanish
Por ejemplo, para buscar, ir a otros enlaces o ampliar imágenes como otros sitios web.;Spanish
Además, mediante las pestañas, pueden navegar, interaccionar o colaborar con otras páginas.;Spanish
Aunque algunas actividades de mantenimiento, son ocultas para los usuarios no registrados en el proyecto.;Spanish
"Para editar un artículo se recurre al código wiki en una caja de texto a través de la pestaña ""Editar"" que no siempre está disponible en caso de alguna prevención contra el vandalismo.";Spanish
"Entre sus mandos, no se asemejan al clásico HTML; por ejemplo para los enlaces se usan corchetes, signos iguales para los títulos, entre otros, lo cual puede dar una mala impresión a aquellas personas que no tengan conocimientos en Informática.";Spanish
[72]​ En octubre de 2016, Wikipedia abarcaba 284 ediciones «activas» en distintos idiomas y dialectos.;Spanish
Cada edición trabaja de forma independiente, no está obligada a incluir el contenido de otras ediciones, y solo debe respetar políticas globales tales como la de mantener un «punto de vista neutral».;Spanish
Sin embargo, se comparten algunos artículos e imágenes entre las diversas ediciones de Wikipedia o a través del repositorio de Wikimedia Commons, y se solicitan traducciones organizadas de artículos procedentes de otras ediciones.;Spanish
Los artículos traducidos representan solamente una pequeña parte del total en cualquiera de ellas.;Spanish
[73]​ Las cinco ediciones con más artículos son, en orden descendente, inglés, sueco, neerlandés, alemán y francés.;Spanish
En enero de 2011, Wikipedia contenía 278 ediciones —268 activas— en varios estados de desarrollo, que sumaban más de 17 millones de artículos.;Spanish
[5]​ La lista de idiomas incluye idiomas artificiales como el esperanto, lenguas indígenas o aborígenes como el náhuatl, el maya y las lenguas de las islas Andamán, o lenguas muertas, como el latín, el chino clásico o el anglosajón.;Spanish
El 1 de marzo de 2006, la Wikipedia en inglés se convirtió en la primera en superar el millón de artículos, seguida el 27 de diciembre de 2009 por la Wikipedia en alemán, el 21 de septiembre de 2010 por la Wikipedia en francés, el 17 de diciembre de 2011 por la Wikipedia en neerlandés, el 22 de enero de 2013 por la Wikipedia en italiano, el 11 de mayo del mismo año por la Wikipedia en ruso, el 16 del mismo mes por la Wikipedia en español, el 15 de junio por la Wikipedia en sueco y el 24 de septiembre por la Wikipedia en polaco.;Spanish
Durante la primera mitad de 2014, alcanzaron también el millón de artículos tres ediciones en lenguas asiáticas: la Wikipedia en vietnamita, la Wikipedia en samareño y la Wikipedia en cebuano.;Spanish
La siguiente es una lista de las dieciséis mayores ediciones ordenadas por número de artículos.;Spanish
Las cifras, que son referenciadas respectivamente a cada versión, son actuales.;Spanish
Muchas ediciones de Wikipedia —como la sueca, la neerlandesa y la rusa— utilizan bots para la creación automática de esbozos, razón por la que el número de artículos no es necesariamente una referencia válida con respecto a su estado o calidad.;Spanish
"[75]​[76]​ Una categorización diferente sería la media de tamaño por artículo; así, una Wikipedia con numerosos artículos de apenas unos pocos bytes quedaría situada por debajo de otra con menos entradas pero más trabajadas.";Spanish
También hay que tener en cuenta que muchas Wikipedias —como, por ejemplo, la rusa, la japonesa, la china y la hebrea— usan alfabetos no latinos, silabarios o sistemas ideográmicos, y ello aumenta el tamaño de las bases de datos.;Spanish
Países desde donde se editan los artículos.;Spanish
Según estadísticas de Wikipedia, en 2020 ingresan mensualmente al sitio unos 1600 millones de dispositivos, tomando el promedio de los últimos doce meses.;Spanish
[79]​ Aparte del sitio web, se han elaborado otras versiones alternativas que cumplen la misión de visualizar artículos a pesar de las críticas a la censura de artículos.;Spanish
En agosto de 2009, la Fundación Wikimedia lanzó una aplicación oficial de Wikipedia para el iPhone y el iPod Touch que se puede descargar de la App Store.;Spanish
Esta aplicación es libre, gratuita y solo funciona en el iPhone 3G o en versiones más recientes.;Spanish
[80]​ También hay versión para Android.;Spanish
"[81]​ En cuanto a acceso mediante sitio web, ya existían alternativas como el sitio Wapedia; sin embargo, Wikipedia cuenta con su propia versión móvil del sitio, disponible en línea.";Spanish
Otras versiones publicadas por la Fundación Wikimedia fueron las distribuciones en soporte físico sobre CD (2003) y DVD (2005), en las cuales se incluían las versiones en alemán, polaco, portugués e inglés.;Spanish
Esto se hace mediante el software libre Kiwix que permite su instalación directa.;Spanish
Estas características permiten que sea posible ser usadas en computadoras sin conexión a internet, permitiendo la interactividad y comunicación entre diferentes puestos como por ejemplo centros infantiles.;Spanish
[82]​ En Wikipedia hay servicios que ofrecen la versión impresa.;Spanish
MediaWiki ha incorporado una herramienta de recolección para exportar artículos a ODF o PDF.;Spanish
[83]​ También existe la posibilidad de imprimir libros vía PediaPress, un programa socio de la fundación Wikimedia, mediante la misma solicitud.;Spanish
[84]​ Desde octubre de 2005, China había bloqueado el acceso a Wikipedia, pues el gobierno bloquea habitualmente el acceso a los sitios web que considera subversivos y filtra las páginas de Internet con términos que considera delicados.;Spanish
[85]​ Un año después, Wikipedia fue desbloqueada en el territorio chino, aunque la censura se mantuvo parcialmente con los términos «sensibles», tales como Tíbet o Falun Gong.;Spanish
[86]​ En 2008, varios centros educativos de los Estados Unidos prohibieron el uso de Wikipedia desde sus instalaciones por considerarla poco fiable.;Spanish
[87]​ También en el mismo año, 160 000 usuarios solicitaron a través del sitio web Care 2 la retirada de las imágenes sobre Mahoma en los artículos de Wikipedia.;Spanish
En este caso la petición fue rechazada.;Spanish
[88]​ En octubre de 2011, debido a la aprobación de la ley mordaza, la Wikipedia en italiano tuvo que suspender las actividades por temor a la severas multas que ejecutarían en sus contenidos biográficos.;Spanish
[89]​ De manera similar, en enero de 2012, la versión inglesa se autocensuró para protestar a la ley SOPA durante un día entero.;Spanish
Uno de los delegados de Twitter, Dick Costolo, consideró al sitio web que «cerrar un negocio global por un solo asunto de política nacional es una locura».;Spanish
[90]​[91]​ La comunidad de Wikipedia es una red de voluntarios, a veces conocidos como «wikipedistas» y a veces simplemente llamados «usuarios», que hacen aportaciones a la enciclopedia en línea Wikipedia.;Spanish
Existe una jerarquía por la que ciertos editores son elegidos para tener mayor control editorial de los miembros de la comunidad.;Spanish
Emigh y Herring sostienen que «unos pocos usuarios activos, cuando actúan en concierto con las normas establecidas dentro de un sistema de edición abierta, pueden alcanzar el máximo control sobre el contenido producido dentro del sistema, literalmente borrando la diversidad, la controversia y la inconsistencia, y homogeneizando las voces de los contribuyentes».;Spanish
[92]​ La comunidad también ha sido criticada por responder a las quejas sobre la calidad de un artículo aconsejando a las personas que se quejan a arreglar el artículo por sí mismos.;Spanish
"[93]​ El profesor James H. Fetzer ha criticado a Wikipedia en que no podía cambiar el artículo sobre sí mismo;[94]​ para garantizar la imparcialidad, la Wikipedia tiene una política que desalienta la edición de biografías de los sujetos mismos salvo en ""casos claros"", como revertir el vandalismo o correcciones sobre desactualización o datos erróneos.";Spanish
"[95]​ La comunidad ha sido descrita como ""de culto"",[96]​[97]​[98]​ aunque no siempre con connotaciones negativas del todo.";Spanish
[99]​ Wikipedia no requiere que sus usuarios se identifiquen.;Spanish
Esto significa que varias personas pueden utilizar una cuenta o, más frecuentemente, una persona puede utilizar varias cuentas, a menudo en un intento de influir en el contenido de los artículos, o ayudar a crear consenso en las disputas editoriales.;Spanish
"[100]​[101]​ La última práctica se conoce como ""usuarios títeres"", que se desalienta activamente en la Wikipedia.";Spanish
[102]​ Proyectos como Wikipedia, Susning.nu o la Enciclopedia Libre son wikis en los que los artículos son desarrollados por numerosos autores, y no existe un criterio de revisión formal.;Spanish
Wikipedia es la enciclopedia más grande en cuanto a número de artículos o palabras jamás escrita.;Spanish
Al contrario de lo que sucede con muchas otras, su contenido está liberado bajo licencias de contenido abierto.;Spanish
En el caso de Wikipedia en español, cualquier persona tiene la posibilidad de crear un artículo nuevo y casi cualquier visitante puede editar el contenido, a excepción de los artículos que se encuentran protegidos.;Spanish
Sin embargo, en la inglesa los usuarios no registrados no pueden comenzar artículos desde cero.;Spanish
Wikipedia fue creada con la idea de producir textos de calidad a partir de la colaboración entre usuarios, a semejanza de los proyectos de desarrollo de aplicaciones libres.;Spanish
Los artículos evolucionan con el paso del tiempo, y esto es visible en su historial de ediciones.;Spanish
Habitualmente, una parte de las ediciones son vandálicas —de contenido no relacionado con Wikipedia o con información falsa—, y en ocasiones editores con puntos de vista encontrados producen lo que se conoce como guerra de ediciones.;Spanish
Esta se produce cuando dos o más editores entran en un ciclo de reversiones mutuas debido a disputas causadas por diferencias de opinión sobre el contenido del artículo.;Spanish
No hay que confundir vandalismo —que frecuentemente afecta una sola vez a un artículo o artículos— con guerra de ediciones, la cual afecta repetidas veces a un mismo artículo en un breve lapso.;Spanish
"Entre los artículos vandalizados frecuentemente en la edición en español destacan: George W. Bush, Benedicto XVI o Testigos de Jehová; mientras que artículos con fuertes guerras de ediciones son Cuba o Comunidad Valenciana, debido a la disparidad entre las opiniones de sus redactores.";Spanish
Cada capítulo de Wikipedia cuenta con un grupo de personal, encargado en la cooperación.;Spanish
Dentro de esta lista se mencionan a administradores, cuyas funciones fundamentales son hacer mantenimiento —tal como borrar artículos, bloquear vándalos y otras funciones— y estar al servicio del cumplimiento de las normas que la rigen.;Spanish
El capítulo con más administradores es la Wikipedia en inglés, con un total de más de 1600.;Spanish
[104]​ Debido a su considerable popularidad, existieron propuestas de mascotas que representaban a Wikipedia de una manera no oficial.;Spanish
La primera en aparecer fue la de Wikípedo, una hormiga trabajadora dedicada al mantenimiento de sus contribuciones.;Spanish
[105]​ Su popularidad fue poca.;Spanish
En 2004, en una votación para ser remplazada o abandonada, la comunidad eligió a Wikipe-tan, un personaje tipo OS-tan dibujada por un usuario diseñador gráfico para un proyecto de anime y manga.;Spanish
[106]​ No obstante, ha sido criticada por ser sexuada, considerado ofensivo por partes de la comunidad.;Spanish
[107]​[108]​[109]​ Wikipedia tiene una serie de políticas establecidas por los propios participantes, cuya finalidad conjunta es mantener la identidad del proyecto como enciclopedia y promover la calidad de sus contenidos.;Spanish
Cada capítulo de Wikipedia adopta sus propias políticas, aunque algunas son comunes a todos ellos.;Spanish
Una vez que la comunidad logra el consenso sobre la aplicación de una norma, todos los editores están obligados a respetarla.;Spanish
Algunas de estas políticas son: Wikipedia es un proyecto dirigido a —literalmente— todo el mundo y editable por —literalmente— cualquier persona.;Spanish
Esta característica constituye una de sus mayores ventajas, pero también genera un problema: existen personas que introducen —deliberadamente o no— información parcial, bien creando un planteamiento sesgado, o bien omitiendo puntos de vista que no comparten o que no les interesan.;Spanish
[110]​ La política que se encarga de combatir dicho problema es el punto de vista neutral, que, básicamente, establece la necesidad absoluta e innegociable de reunir en los artículos susceptibles de polémica todos los puntos de vista significativos.;Spanish
Además, las licencias de contenido libre garantizan que dicho contenido pueda ser reeditado cuantas veces sea necesario y por cualquier persona si el propósito de la edición es la mejora.;Spanish
Según Jimmy Wales, uno de los fundadores de Wikipedia, la colaboración produce efectos positivos y ampliamente aceptados.;Spanish
[111]​ Para el ingeniero informático formado en filosofía Joaquín Siabra Fraile, Wikipedia es primero un conjunto de reglas y procedimientos y, solo después, contenidos, las reglas son un mecanismo virtual diseñado para conseguir unos contenidos fruto del consenso racional.;Spanish
Para Siabra se dan en el wikipedista lo que Habermas consideraba como criterios del participante en una situación ideal de comunicación: verdad, rectitud y veracidad.;Spanish
[112]​[113]​ Wikipedia, debido a su condición de enciclopedia electrónica sin ánimo de lucro y en crecimiento permanente tanto en lo referente a su contenido como a su número de editores —cuya inmensa mayoría colabora de forma altruista—, admite información que no tendría cabida en una enciclopedia convencional, limitada esta última por el espacio físico —número de tomos— en el que se confina dicha información, por el número de editores contratados por la editorial y por el tiempo dedicado a confeccionar la obra.;Spanish
Sin embargo, no toda la información tiene cabida, y existen criterios de relevancia establecidos por consenso comunitario, de tal modo que, aunque no se rechaza a priori ningún artículo, se investigan las nuevas creaciones y se descartan las que no cumplen determinados requisitos.;Spanish
"Por ejemplo, no se admiten los artículos autopromocionales; esto es, que ninguna persona puede publicar un artículo sobre sí misma, sobre una persona cercana —familiar, por ejemplo— o sobre la empresa en la que trabaja.";Spanish
Cuando el tema goza de una mínima —y necesaria— relevancia, llega a captar la atención de —cuando menos— algún medio de comunicación —libro, revista, periódico— reputado, y es a estos últimos a los que, según las normas de Wikipedia, debe acudirse para crear el artículo.;Spanish
Estos criterios están contemplados en varias políticas, a saber, «Páginas de autopromoción»,[114]​ «Criterios para el borrado rápido»,[115]​ «Wikipedia no es una fuente primaria»,[116]​ «Verificabilidad»[117]​ y «Fuentes fiables».;Spanish
[118]​ Según declaraciones oficiosas de un «bibliotecario» —administrador— colombiano de la Wikipedia en español, los «bibliotecarios» de esta Wikipedia eliminan más artículos que los de otras versiones de Wikipedia.;Spanish
"[119]​ El contenido textual está bajo las licencias GNU y Creative Commons; la última versión se actualizó mediante una votación entre el 12 de abril y el 3 de mayo de 2009.";Spanish
[120]​ Mediante el lema La enciclopedia libre se entendía, al modo del software libre, como un producto de distribución gratuita y sin restricciones.;Spanish
Así también, se considera software por la codificación de MediaWiki, bajo GPL.;Spanish
"Esta redistribución presenta el requisito de que debe ser acreditada, es decir, debe mencionarse su atribución, ya que la licencia incluye Share-Alike; además, es necesario conservar esta licencia —u otra similar— evitando su protección de distribución.";Spanish
[121]​ Sin embargo, se había estado trabajando en el cambio a licencias Creative Commons, porque la GFDL, inicialmente diseñada para manuales de software, no es adecuada para trabajos de referencia en línea y porque las dos licencias son incompatibles.;Spanish
[122]​ A cada autor, editor o ilustrador que contribuye a la enciclopedia siempre se le atribuyen los derechos de autor según la convención de Berna.;Spanish
[123]​ Un autor también puede copiar contenido de otro con el permiso correspondiente —sobre todo en el caso de contenido con licencia libre—, sin embargo no podrá usarse un contenido que prohíbe su distribución, reproducción o modificación de una manera ilícita, porque ello limitaría su utilización con seguridad y acarrearía problemas con las políticas.;Spanish
Por ello, en la Wikipedia en inglés puede aparecer cualquier imagen ilustrativa siempre que lo haga de manera lícita.;Spanish
[124]​ A excepción del contenido y varias de sus características, el isologo de esta marca corporativa está protegido, por lo que no se permite su distribución sin previa autorización.;Spanish
[125]​ Para la fundación, la privacidad de la información es tan importante como la prevención de vandalismo.;Spanish
[126]​ Muchos artículos son revertidos o incluso ocultados del historial —en la imagen—, este último se consigue con la eliminación de información a través de supresores que disponen de herramientas específicas para ello.;Spanish
De este modo, por ejemplo, se eliminan las ediciones insultantes o intimidatorias y se evitan sobrecargas confusas en el historial del artículo.;Spanish
[127]​ En cuanto a la comunidad, los usuarios no ceden demasiada información y es la propia comunidad quien decide salvar fácilmente de cualquier amenaza.;Spanish
[128]​ Ello permite atribuir de una manera «anónima» y minimiza el trabajo.;Spanish
"Para administrar, por ejemplo, se realizan estadísticas, para organizar las visitas, artículos, entre otros; pudiendo ser poco usual para censar comunidades.";Spanish
En cuanto a la atribución, Creative Commons, por su parte, no garantiza el contenido por los derechos de imagen que hayan cedido.;Spanish
[129]​ En la Wikipedia en alemán los artículos no son publicados hasta haber sido revisados por un editor experto.;Spanish
Se está barajando la posibilidad de aplicar la misma medida en la Wikipedia en inglés.;Spanish
[130]​ Wikipedia está siendo editada por miles de personas en todo el mundo.;Spanish
Con excepción de ciertas personas remuneradas por la Fundación Wikimedia,[131]​ el resto, conocidos en la jerga de Wikipedia como wikipedistas, actúan siempre de manera gratuita y voluntaria.;Spanish
[132]​ En total, la comunidad está conformada por más de 400 millones de usuarios registrados en todo el mundo,[133]​ incluyendo algo más de 1 700 000 en la versión hispana, donde el 13 % son mujeres.;Spanish
[134]​ En las páginas internas de Wikipedia —dirigidas fundamentalmente a los colaboradores—, se anima a los usuarios a participar activamente en el proyecto.;Spanish
Hay diversas formas de colaborar: desde crear nuevos artículos, ampliar los ya existentes, o corregir textos que no cumplan las convenciones de estilo establecidas o cuya información sea errónea o inexacta, hasta clasificar artículos por materia, añadir imágenes y otros materiales multimedia del repositorio Commons, retirar textos con derechos de autor, aportar sugerencias, o, para los más inexpertos, señalar simplemente cualquier defecto encontrado con la finalidad de que otros lo corrijan.;Spanish
Actualmente, 67 son administradores humanos y 31 son sistemas de mantenimiento robot como «trabajadores automáticos» de mantenimiento.;Spanish
Para colaborar no es necesario registrarse.;Spanish
Por ese motivo, los contribuyentes que no se registran, conocidos como usuarios anónimos, aparecen identificados en sus ediciones con un número de IP en lugar de con un alias.;Spanish
Por no estar registrados, tienen restringidas ciertas acciones, como la de votar en la toma de decisiones.;Spanish
En Wikipedia el registro es gratuito e instantáneo.;Spanish
El usuario registrado, a diferencia del anónimo, se identifica con un alias y una página de usuario propia,[nota 8]​ además de poder personalizar su interfaz de edición wiki.;Spanish
Una condición necesaria a la hora de registrarse es elegir un alias que no resulte ofensivo o difícil de escribir.;Spanish
"[135]​ A algunos usuarios que ya llevan un cierto tiempo editando en Wikipedia sin problemas se les asigna la categoría de autoconfirmados; sus ediciones aparecen en la página de cambios recientes con un fondo diferente al del resto de los usuarios.";Spanish
Es una medida de economía de esfuerzos que permite que los usuarios que se dedican a combatir vandalismo y revertir ediciones incorrectas, basándose en la confianza en estos usuarios, se abstengan de comprobar sus ediciones y de este modo focalicen su labor en el resto de las ediciones, disminuyendo el volumen de trabajo con menor riesgo de equivocarse.;Spanish
Al día de hoy, en la edición en español hay registrados 6 103 100 usuarios, de los cuales menos del 0,3 % son usuarios activos —usuarios que han realizado al menos una acción en los últimos 30 días—.;Spanish
De acuerdo a Christian Stegbauer, un sociólogo alemán, «por el número de colaboradores no puede definirse si Wikipedia es democrática o no».;Spanish
En sus propias palabras, y refiriéndose a la Wikipedia en alemán: «nuestra conclusión es que en el fondo son menos de 1000 personas las que deciden sobre esta enciclopedia digital».;Spanish
"[136]​ Se ha comprobado que determinados usuarios crean las llamadas cuentas de propósito particular; estos usuarios se registran con el único propósito de introducir información que beneficie sus propios intereses, motivo por el cual en numerosas ocasiones sus ediciones son sesgadas, parciales o inútiles desde el punto de vista enciclopédico.";Spanish
[135]​ Según un análisis publicado el 1 de abril de 2009 por el investigador español José Felipe Ortega, del grupo Libresoft, de la Universidad Rey Juan Carlos, Wikipedia había sufrido «un descenso notable de editores» en todas sus versiones lingüísticas entre 2007 y 2009.;Spanish
La noticia fue ampliamente recogida por los medios de comunicación.;Spanish
[137]​ Esta última afirmación fue desmentida por Jimmy Wales, fundador de Wikipedia.;Spanish
[138]​ Una pequeña parte de los usuarios de Wikipedia —alrededor del 0,5 % de los usuarios activos y del 1,1 o/oooo del total de usuarios registrados en la Wikipedia en español—[139]​ se dedica a labores administrativas.;Spanish
Estos usuarios ejercen esas funciones —tras ser propuestos por parte de otro u otros usuarios, generalmente veteranos— en una votación democrática abierta a la totalidad de la comunidad de usuarios registrados, y los requisitos y normas de dicha votación —y de cualquier votación en general— se recogen en una política llamada «Votaciones».;Spanish
[140]​ Según el sociólogo alemán Christian Stegbauer, «[l]o interesante es que los administradores son elegidos, y así obtienen una especie de legitimidad democrática.;Spanish
Por otro lado, solo una parte de las personas participa activamente en dicha elección, y muchos de ellos ya son administradores.;Spanish
Si es un administrador el que propone a un candidato, la probabilidad de ser elegido es mayor que si la propuesta proviene de otro miembro».;Spanish
[141]​ La Fundación Wikimedia describe los siguientes cargos administrativos principales, innecesarios para editar, pero sí necesarios para asuntos de protección y coordinación en el software:[142]​ Según declaraciones oficiosas de un bibliotecario colombiano de la Wikipedia en español, existe un problema de comunicación entre los bibliotecarios de esta Wikipedia en el ejercicio de las políticas y algunas personas que se consideran expertas en determinados temas, y este problema redunda en perjuicio para la enciclopedia.;Spanish
También afirma que los bibliotecarios de la Wikipedia en español eliminan más artículos que los de otras versiones de Wikipedia.;Spanish
[143]​ En cualquier caso, las declaraciones de los usuarios de Wikipedia, ostenten cargo administrativo o no, deben tomarse como una mera opinión personal sin la menor representatividad, puesto que, si bien los bibliotecarios son elegidos democráticamente por el resto de los usuarios, entre sus funciones no se encuentran las de representar a la comunidad o a Wikipedia ni la de establecer autoridad más allá de la que les confiera el ejercicio de las políticas.;Spanish
